주식,기사 제목,언론사,주가변동여부,거래량변동여부
셀트리온,"셀트리온, 세계 최초 알츠하이머 치매 치료 패취제 식약처 허가신청",뉴스1,0,0
셀트리온,"세계 최고 부호는 베이조스 아마존 CEO, 국내는 서정진 셀트리온 회장",연합뉴스,0,0
셀트리온,[2020년 귀속 법인세 분석]⑥제약·바이오업 코로나 순풍 탄 씨젠… 셀트리온·유...,연합뉴스,0,0
셀트리온,"셀트리온 헬스케어 평균 연봉 1억 9,000만원···상장 제약사 중 1위",매일경제,0,0
셀트리온,"셀트리온, 해외 수출할 때 행정절차·자금부담 완화된다",연합뉴스,0,0
셀트리온,"셀트리온, 제약업계 최초 수출입 안전관리 'AAA' 등급 획득",데일리안,0,0
셀트리온,"셀트리온, 수출입 안전관리 인증 심사 최고 등급 획득",서울경제,0,0
셀트리온,"셀트리온, 제약업계 최초로 수출입 안전관리 인증 최고등급 획득",아이뉴스24,0,0
셀트리온,"셀트리온, 수출입 안전관리 최고등급 'AAA' 인증서 받아",한국경제TV,0,0
셀트리온,"셀트리온, 수출입 안전관리 최고등급 'AAA' 인증서 받아",머니S,0,0
셀트리온,"셀트리온, 수출입 물품관리 역량 최고등급 획득…수출경쟁력↑",뉴스1,0,0
셀트리온,"셀트리온, 제약업계 최초 수출입 안전관리 우수업체 최고 등급 받아",아시아경제,0,0
셀트리온,"[2021 파워기업] 셀트리온, 코로나치료제·바이오시밀러 둘 다 잡았다",SBS Biz,0,0
셀트리온,이건희 회장 별세로 서정진 셀트리온 회장 국내 최고부호 등극…포브스 집계,한국경제,0,0
셀트리온,장·차남 앞세워 ‘2세 경영’ 돌입한 셀트리온,파이낸셜뉴스,0,0
셀트리온,코스닥 주간 개인 순매수 1위 '셀트리온헬스케어',머니투데이,0,0
셀트리온,코스닥 주간 외국인 순매도 1위 '셀트리온헬스케어',SBS Biz,0,1
셀트리온,[외국인·기관이 담은 바이오] 외국인 ‘셀트리온·삼성바이오로직스’ 담다,이코노미스트,0,1
셀트리온,"유럽가는 셀트리온 렉키로나, 블록버스터 바이오약 탄생하나",매일경제,0,1
셀트리온,억대 연봉 기업 68곳… 셀트리온헬스케어 최고,서울신문,0,1
셀트리온,1000만 개미시대… 삼성전자·셀트리온 `쏠림`,더팩트,0,1
셀트리온,"셀트리온 렉키로나, 유럽서 게임체인저 될까",MBN,0,1
셀트리온,[리포트분석] 글로벌 투자회사들이 셀트리온을 저평가하는 까닭,한국일보,0,1
셀트리온,"셀트리온, 중국 법인에 사장급 대표 파견···진출 속도",일간스포츠,0,1
셀트리온,"셀트리온그룹, 전문경영인 체제 확립…중국에 사장급 대표 파견",이데일리,0,1
셀트리온,"셀트리온, 中 법인에 사장급 인사 2명 배치…전문경영인 체제 본격화",머니S,0,1
셀트리온,"셀트리온그룹, 전문경영인 체제 구축 위한 조직개편",한국경제TV,0,1
셀트리온,"셀트리온, 中 법인에 사장급 대표 파견… 우한 공장 설립 재시작",아이뉴스24,0,1
셀트리온,"셀트리온그룹, 조직 개편 및 임원 인사 단행",SBS Biz,0,1
셀트리온,"셀트리온, 조직개편·임원인사…전문경영인 체제 확립",서울경제,0,1
셀트리온,"셀트리온그룹, 전문경영인 체제 조직개편…中 법인엔 사장급 대표 파견",헤럴드경제,0,1
셀트리온,"치열해진 시총 지형도…네이버·완성차 오르고, 셀트리온·삼바 내렸다[株포트라이트]",파이낸셜뉴스,0,1
셀트리온,"셀트리온그룹, 전문경영인 체제 조직개편",연합뉴스,0,1
셀트리온,"셀트리온, 중국 종속기업 '브이셀헬스케어' 청산",뉴스1,0,1
셀트리온,셀트리온 중국사업 계열사 '브이셀헬스케어' 청산,한국경제,0,1
셀트리온,렉키로나 유럽行…셀트리온그룹 올해 이익 2조 넘을까,한국경제,0,1
셀트리온,"EMA, 셀트리온 치료제 '레그단비맙' 사용 권고",데일리안,0,1
셀트리온,"코로나 신약 수출 문턱 넘은 셀트리온, 주가 눌림 해소될까",아시아경제,0,1
셀트리온,유럽 가는 렉키로나…셀트리온그룹 올 영업익 '2조+α' 현실화되나,머니투데이,0,1
셀트리온,유럽길 열린 ‘렉키로나주’ 효과에 불붙은 셀트리온 3형제,연합뉴스,0,1
셀트리온,"셀트리온그룹株, '렉키로나주' 유럽 조건부허가에 강세",서울경제,0,1
셀트리온,"셀트리온그룹주, 3%대 '강세'…""렉키로나, 유럽 사용 권고 획득""",이데일리,0,1
셀트리온,'외인+기관 팔자' 코스피 하락 3030선…'유럽 호재' 셀트리온↑,이데일리,0,1
셀트리온,"셀트리온, 코로나 치료제 렉키로나 유럽 사용권고 소식에 강세",스포츠조선,0,1
셀트리온,"[특징주] 셀트리온, 렉키로나 EMA 사용권고에 강세",이데일리,0,1
셀트리온,"[특징주] 셀트리온, EMA 코로나 치료제 사용 권고에 상승세",SBS Biz,0,0
셀트리온,"[특징주]셀트리온 3형제, '렉키로나' 유럽 조건부허가에 '강세'",한국경제,0,0
셀트리온,[특징주] 셀트리온 3형제 동반 상승…'렉키로나주 유럽 조건부허가',한국경제,0,0
셀트리온,[특징주] 셀트리온 6.53% 상승 출발.. 유럽 조건부허가,뉴시스,0,0
셀트리온,"""셀트리온, 렉키로나 유럽 조건부허가…올 1조2000억 매출""",아이뉴스24,0,0
셀트리온,"하나금투, 렉키로나주 유럽 조건부허가에 셀트리온 목표가 9%↑",아시아경제,0,0
셀트리온,"[STOCK] 셀트리온, 렉키로나주 유럽서 조건부 허가… 목표가↑",동아일보,0,0
셀트리온,"셀트리온, 렉키로나주 유럽 조건부 허가…목표가↑-하나",파이낸셜뉴스,0,1
셀트리온,"[클릭 e종목]셀트리온, 코로나치료제 EU 조건부 허가…목표가↑",이코노미스트,0,1
셀트리온,"셀트리온, 렉키로나주 유럽서 조건부허가…""올해 매출 1.2조원""",서울경제,0,1
셀트리온,'명예'만 남기고 셀트리온 떠난 서정진…'인생2막' 창업,더팩트,0,1
셀트리온,"[줌인]‘은퇴’ 서정진, 셀트리온 소방수·스타트업 창업으로 제 2막 시작",파이낸셜뉴스,0,1
셀트리온,"셀트리온, 코로나 치료제 수출·경영 승계 관문 밑거름 다져",아이뉴스24,0,1
셀트리온,"셀트리온 신화 쓴 서정진, 다시 창업가로 도전",뉴스1,0,1
셀트리온,코스닥 주간 외국인 순매도 1위 ‘셀트리온헬스케어’,머니S,0,1
셀트리온,"셀트리온 코로나 항체치료제 렉키로나, 유럽 수출길 열렸다",서울경제,0,1
셀트리온,"유럽의약품청, 셀트리온 '렉키로나' 코로나 치료 사용 권고",머니S,0,1
셀트리온,[외국인·기관이 담은 바이오] 기관투자자 ‘셀트리온’ 러브콜,SBS Biz,0,1
셀트리온,"셀트리온 ‘렉키로나’, 유럽의약품청 허가 전 사용 권고 의견 획득",한국경제,0,1
셀트리온,[제약 바이오 이모저모] 셀트리온 코로나19 치료제 유럽 수출 청신호,아시아경제,0,1
셀트리온,"셀트리온 ""코로나19 항체 치료제 '렉키로나' 유럽서 사용""(종합)",연합뉴스,0,1
셀트리온,"셀트리온 항체치료제 '렉키로나', 유럽 사용 길 열려",한국경제,0,1
셀트리온,"셀트리온 '렉키로나' 해냈다…유럽 사용 권고, 수출길 '활짝'",매일경제,0,1
셀트리온,"셀트리온 '렉키로나', EMA 품목허가 전 사용 권고 의견",파이낸셜뉴스,0,1
셀트리온,서정진 떠난 셀트리온...장남·차남 오너 2세 중심 '새판',머니투데이,0,1
셀트리온,서정진 셀트리온 명예회장이 주주에게 남긴 마지막 말,이데일리,0,1
셀트리온,"셀트리온 항체치료제 '렉키로나주', 유럽에서 쓰인다",데일리안,0,1
셀트리온,"EMA, 셀트리온 치료제 사용 권고…이제 유럽서 쓸 수 있다",뉴시스,0,1
셀트리온,"셀트리온 코로나19 치료제 '렉키로나', 유럽서도 사용",아이뉴스24,0,1
셀트리온,"유럽의약청, 셀트리온 코로나19 치료제 긴급사용 허가",한국경제,0,1
셀트리온,"셀트리온 '렉키로나주' 유럽도 뚫었다…CHMP ""사용권고""(종합)",뉴스1,0,1
셀트리온,"유럽의약청, 셀트리온 치료제 '레그단비맙' 사용 권고(상보)",뉴시스,0,1
셀트리온,"[단독]EMA “셀트리온 렉키로나주, 유럽서 허가 전 긴급사용 가능”",조선비즈,0,1
셀트리온,"서정진 셀트리온 명예회장 ""공매도, 순기능 작고 역기능 크다""",이데일리,0,1
셀트리온,"뮤지컬 스타 김다현, 셀트리온 스킨큐어 셀큐어 얼굴",파이낸셜뉴스,0,1
셀트리온,"""굿바이 서정진""…셀트리온, 2세경영 본격화",아시아경제,0,1
셀트리온,"셀트리온, 오너 2세 경영 체제 돌입...서준석·서진석 등기이사 선임",한국경제,1,1
셀트리온,물러나는 서정진 셀트리온 회장…장·차남 등기임원 선임,서울경제,1,1
셀트리온,셀트리온 2세 경영 본격화…장·차남 사내이사 선임,이데일리,1,1
셀트리온,"서준석 셀트리온 이사, 셀트리온헬스케어 사내이사로",매일경제,0,0
셀트리온,"서진석 부사장, 셀트리온·셀트리온제약 사내이사 신규선임",한국경제TV,0,0
셀트리온,"서정진 은퇴, 두 아들 전면에…셀트리온2.0 시대 활짝",머니투데이,0,0
셀트리온,"서정진 떠난 셀트리온, 장·차남 2세 경영 스타트",머니투데이,0,0
셀트리온,[뉴시스 제약·바이오 포럼]화이자·유한양행·셀트리온…신약 대상 수상,머니투데이,0,0
셀트리온,"서정진 셀트리온 명예회장 “렉키로나주, 7개국과 수출 논의”",서울경제,0,1
셀트리온,"서정진 명예회장 퇴진…셀트리온그룹, 장·차남 사내 이사 선임으로 2세 경영 확고히",파이낸셜뉴스,0,0
셀트리온,"[주총] 셀트리온 '오너2세' 서진석, 이사회 의장 선임… 코로나 치료제 유럽 진...",아이뉴스24,0,0
셀트리온,"떠나는 서정진 ""셀트리온그룹 3사 합병 추진, 반대 많아지면 회사 부담""",한국경제TV,0,0
셀트리온,"'셀트리온 2기' 출범…""2030년 글로벌 10위 제약사 목표""(종합)",머니투데이,0,0
셀트리온,셀트리온 오너 2세 중심 새판…장·차남 나란히 등기임원(종합),이데일리,0,0
셀트리온,2021 뉴시스 신약대상 수상한 셀트리온,아이뉴스24,0,0
셀트리온,뉴시스 신약대상 수상 소감 밝히는 셀트리온 박경철 과장,파이낸셜뉴스,0,0
셀트리온,"셀트리온, 코로나19 항체치료제 유럽 사용 '청신호' 암시",서울경제,0,0
셀트리온,뉴시스 신약대상 수상 소감 밝히는 셀트리온 박경철 과장,이데일리,0,0
셀트리온,[속보]서정진 “셀트리온 3사 합병 연내 완료”,머니S,0,0
셀트리온,셀트리온 ‘2세 경영’ 시동…서정진 장·차남 사내이사 선임,뉴스1,0,0
셀트리온,"서정진 셀트리온그룹 공식 은퇴 ""영광이었다""…장·차남 이사회 의장으로",아시아경제,0,0
셀트리온,셀트리온 2기 출범…서정진 명예회장 장·차남 이사회 합류,이데일리,0,0
셀트리온,셀트리온 '2세 경영' 본격화···서정진 장·차남 전면에,연합뉴스,0,0
셀트리온,막 오른 셀트리온 ‘2기’ 오너2세 경영 전면에...,매일경제,0,0
셀트리온,"셀트리온, 서정진 명예회장 아들 서진석 부사장 사내이사 선임",머니투데이,0,0
셀트리온,"서정진 명예회장 장남, 셀트리온 사내이사 선임",데일리안,0,0
셀트리온,"서정진 명예회장 장·차남, 셀트리온·셀트리온헬스케어 사내이사 선임(종합)",파이낸셜뉴스,0,0
셀트리온,서정진 떠나고 두 아들 전면에…셀트리온2.0 개막,한국경제,0,0
셀트리온,"서정진 명예회장 장남, 셀트리온 사내이사 선임…2기 체제 가동",이코노미스트,1,1
셀트리온,"기우성 ""주주와 결속력이 셀트리온의 프라이드""",조세일보,1,0
셀트리온,"‘미국 비중’ 커지는 셀트리온 바이오시밀러, 점유율 확대도 순항",머니S,0,0
셀트리온,코스닥 주간 외국인 순매도 1위 '셀트리온헬스케어',세계일보,1,1
셀트리온,서정진 회장 지난해 보수 31.8억… 셀트리온 연봉킹은 따로있다?,주간동아,0,1
셀트리온,셀트리온 서정진 작년 보수 69억4천만원으로 업계 2위…1위는?,이데일리,0,1
셀트리온,한국공학한림원 대상에 서정진 셀트리온그룹 명예회장,이데일리,0,1
셀트리온,"[특징주] 셀트리온, 210억 규모 '트룩시마' 공급계약… 주가는 하락세",디지털타임스,0,0
셀트리온,셀트리온 항암제 '허쥬마' 일본시장 44% 차지,문화일보,0,0
셀트리온,상장제약사 브랜드 평판 1위 '셀트리온' 2위 '삼바',데일리안,0,0
셀트리온,코스닥 주간 개인 순매도 1위 ‘셀트리온헬스케어’,이데일리,0,0
셀트리온,코스닥 주간 외국인 순매수 1위 ‘셀트리온헬스케어’,서울경제,0,0
셀트리온,"[외국인·기관이 담은 바이오] 외국인 ‘셀트리온’, 기관투자자 ‘삼성바이오’ 담다",서울경제,0,0
셀트리온,"[속보] 셀트리온 코로나 치료제, 44개 병원서 381명 투여",파이낸셜뉴스,0,0
셀트리온,셀트리온 렉키로나주 놓고 계산법은 '제각각',헤럴드경제,0,0
셀트리온,"'폭풍성장' K-바이오, 11곳이 1조클럽…업계 1위는 셀트리온",연합뉴스,0,0
셀트리온,셀트리온 '케미컬의약품 보폭 확대'…글로벌 임상 1상 본격화,매일경제,0,0
셀트리온,"거침없는 K-바이오, 11곳이 1조클럽…업계 1위는 셀트리온",머니투데이,0,0
셀트리온,"셀트리온 심근증 신약 글로벌 임상 본격화…""상반기 미국 개시""",아이뉴스24,0,0
셀트리온,"[리포트분석] 셀트리온헬스케어, 올해 성장 ‘유플라이마·렉키로나주’ 관건",한국경제TV,0,0
셀트리온,코스닥 주간 개인 순매수 1위 '셀트리온헬스케어',머니투데이,0,0
셀트리온,코스닥 주간 외국인 순매도 1위 '셀트리온헬스케어',머니S,0,0
셀트리온,셀트리온 박사급 과장 입사…4년만에 사내이사 누구?,데일리안,0,0
셀트리온,"""렉키로나주 매출 3조원 전망""…셀트리온 그룹株 살까 말까",이데일리,0,0
셀트리온,서정진 회장 차남 셀트리온헬스케어 등기이사로…이사회 의장 체제 속도,SBS Biz,0,0
셀트리온,"셀트리온헬스케어, 렉키로나 유럽 심사 결과 주목…목표가↑-키움",뉴스1,0,0
셀트리온,"""셀트리온헬스케어, 신제품과 렉키로나로 올해도 성장할 것""",헤럴드경제,0,0
셀트리온,"""셀트리온헬스케어, 렉키로나 유럽 판매시 수익 개선···목표가↑""",뉴시스,0,0
셀트리온,"[빅데이터MSI]시장심리 톱5, POSCO·SK·셀트리온·한국조선해양·LG디스플레...",아시아경제,0,0
셀트리온,"신영證 ""셀트리온헬스케어, 올해 램시마SC로 매출 성장""",한국경제,0,0
셀트리온,"[클릭 e종목]“셀트리온헬스케어, 코로나19 치료제 기대감 여전히 유효”",SBS Biz,0,0
셀트리온,"셀트리온헬스케어, 작년 최대 실적…올해 히든카드는 렉키로나주-하나금투",연합뉴스,0,0
셀트리온,"셀트리온헬스케어, 2Q 실적 관건은 '렉키로나주'-하나",파이낸셜뉴스,1,0
셀트리온,"셀트리온헬스케어, 코로나 치료제 매출 최대 1조원 전망 -신한",머니투데이,1,0
셀트리온,"셀트리온헬스케어, 램시마SC 등 매출 성장 동력 기대-한투",파이낸셜뉴스,0,0
셀트리온,"작년 1.8조 번 셀트리온…""렉키로나 수출 땐 매출 3조 추가""",매일경제,0,0
셀트리온,"셀트리온헬스케어, 작년 영업익 337%↑…역대 최대 실적 기록",머니투데이,0,0
셀트리온,"""한해 농사 이상"" 셀트리온 코로나 치료제 가치 얼마?",SBS Biz,0,0
셀트리온,"셀트리온헬스케어, 영업익 전년비 337%↑…역대 최대",중앙일보,0,0
셀트리온,셀트리온헬스케어 실적 고공행진···최대 실적 갈아치워,헤럴드경제,0,0
셀트리온,"셀트리온헬스케어, 매출 1.6조 '최대 실적'… 유럽·미국 처방 확대 효과",조선비즈,0,0
셀트리온,"셀트리온헬스케어, 매출 1조6천억·영업익 3621억…""역대 최대""",머니투데이,0,0
셀트리온,"셀트리온헬스케어, 작년 영업이익 3621억원…전년比 337%↑",한국경제,0,0
셀트리온,"셀트리온헬스케어, 작년 영업익 337%↑…역대 최대 실적 달성",뉴스1,0,0
셀트리온,"셀트리온헬스케어, 지난해 영업익 362억원…전년比 337% 증가",매일경제,0,0
셀트리온,"셀트리온헬스케어, 지난해 매출 1.6조원 역대 최대",아이뉴스24,0,0
셀트리온,"셀트리온헬스케어, 지난해 매출 1조6000억… '역대 최대'",머니투데이,0,0
셀트리온,"셀트리온헬스케어, 작년 영업익 3천621억원 역대 최대…337%↑",서울경제,0,0
셀트리온,"셀트리온헬스케어, 매출 1조 6000억원…최대 실적 달성",이데일리,0,0
셀트리온,빅5 중 3개사 바뀌었다…셀트리온 중심 제약바이오 업계 지각변동 물결,뉴스1,0,0
셀트리온,"셀트리온 코로나 항체치료제, 유럽서 '동정적 사용' 될까",한국경제TV,0,0
셀트리온,셀트리온 ‘렉키로나’ 유럽 진출 초읽기,아시아경제,0,0
셀트리온,"유럽의약품청, 셀트리온 코로나 치료제 허가 전 개별국 긴급사용 가능 여부 검토",한국경제,0,0
셀트리온,"셀트리온 렉키로나, 유럽 진출 초읽기...긴급 도입 여부 검토",뉴스1,0,0
셀트리온,'기관 사자' 코스피 0.5% 상승 3060선…셀트리온株 오름세,SBS Biz,0,0
셀트리온,"셀트리온, 렉키로나 유럽 수출 가능성 향상에 주가 강세",머니S,0,0
셀트리온,셀트리온 1위 등극…제약바이오 판도 바뀌었다,파이낸셜뉴스,0,0
셀트리온,"셀트리온 '렉키로나', 유럽 허가 전 긴급 사용 검토 절차 착수",이데일리,0,0
셀트리온,"셀트리온 ""유럽의약품청, 코로나 치료제 렉키로나 긴급사용 검토""",아시아경제,0,0
셀트리온,"셀트리온 '렉키로나', 유럽의약품청 품목 허가 전 국가별 긴급 사용 검토 착수",조선비즈,0,0
셀트리온,[특징주] 셀트리온株 상승세…렉키로나 유럽 긴급 사용 검토 착수,한국경제,0,0
셀트리온,"유럽의약품청, 셀트리온 렉키로나 '허가 전' 사용 검토 착수",머니투데이,0,0
셀트리온,"셀트리온, 항체치료제 유럽 국가별 긴급사용 검토절차 착수",이데일리,1,1
셀트리온,"셀트리온 '렉키로나', 유럽 국가별 긴급 사용 검토 착수",일간스포츠,1,1
셀트리온,"셀트리온 '렉키로나', 유럽 허가 전 긴급사용 절차 착수",머니투데이,1,1
셀트리온,"셀트리온 '렉키로나', 유럽 허가 전 긴급 사용 검토 착수",이데일리,1,1
셀트리온,"셀트리온 '렉키로나', 유럽 허가 전 긴급 사용 검토 착수",머니S,1,1
셀트리온,[류성의 제약 국부론]셀트리온과 삼성전자의 공통분모,매일경제,1,1
셀트리온,"89년 제약 맏형 '동아'의 자존심, '셀트리온 영역'서 승부수",머니S,1,1
셀트리온,"사상 최대실적 셀트리온, 박차를 가하다",매일경제,1,1
셀트리온,"제약 바이오 1위 오른 셀트리온, 증권사는 목표주가 하향…왜?",머니투데이,1,0
셀트리온,"내리막 걷는 셀트리온, 어닝쇼크에 또 '털썩'",이데일리,1,1
셀트리온,"셀트리온, 4Q 실적 부진…렉키로나 개발비 증가-KB",이데일리,1,1
셀트리온,"[STOCK] 셀트리온, 4Q 실적 추정치 하회… ""코로나 치료제 생산 탓""",연합뉴스,0,1
셀트리온,"셀트리온, 작년 4분기 실적 추정치 하회…렉키로나주는 주목",연합뉴스,0,1
셀트리온,"셀트리온, 4분기 실적 기대치 밑돌아…관건은 렉키로나",머니투데이,0,1
셀트리온,"셀트리온, 풍부한 신규 파이프라인에 성장세 지속-한투",세계일보,0,1
셀트리온,"[빅데이터MSI]시장심리 톱5, 셀트리온·SK하이닉스·한국조선해양·대우조선해양·G...",이데일리,0,1
셀트리온,"셀트리온, 상반기 렉키로나주 수출 기대…고성장세 지속-유진",매일경제,0,1
셀트리온,"셀트리온, 4Q 어닝 쇼크…렉키로나주 해외 진출 여부에 주목-하나",머니S,0,1
셀트리온,"'최고실적' 셀트리온, 코로나藥 수출로 신약기업 도약",머니S,0,1
셀트리온,제약바이오 매출순위 5년만에 바뀐다…셀트리온 첫 1위 예약,파이낸셜뉴스,0,1
셀트리온,"셀트리온, 지난해 매출 1조8491억·영업이익 7121억… 사상 최대",헤럴드경제,0,1
셀트리온,"'매출 1조8491억' 최대 실적 낸 셀트리온, 대박행진 계속되나",이데일리,0,1
셀트리온,셀트리온 '매출 2조 클럽' 보인다,아시아경제,0,1
셀트리온,셀트리온 작년 매출 역대 최대…매출 1조 8491억·영업이익 7121억↑,연합뉴스,0,1
셀트리온,셀트리온 지난해 매출액 1조8491억원…역대 최대,머니S,0,0
셀트리온,"셀트리온, 화장품·건강기능식품 사업 본격화",이데일리,0,1
셀트리온,"셀트리온, 창립 18년 만에 제약·바이오 매출 1위 달성",이데일리,0,1
셀트리온,"셀트리온, 매출 1조8491억·영업익 7121억…'사상 최대'",머니S,1,0
셀트리온,"셀트리온, 작년 영업익 7121억 전년비 88.4%↑…'사상 최대'(종합)",머니투데이,1,0
셀트리온,"역대 최대 실적 축포 쏜 셀트리온 ""올해는 더 좋다""",이데일리,0,0
셀트리온,"셀트리온, 영업익 88.4%↑ '어닝서프라이즈'…바이오시밀러 공급확대(종합)",머니투데이,0,0
셀트리온,셀트리온 지난해 1.8조 사상 최대 매출… 렉키로나 논란에도 '업계 1위',일간스포츠,0,1
셀트리온,"셀트리온, 지난해 영업익 7121억 달성…전년비 88% 급증",머니투데이,0,1
셀트리온,"셀트리온, 지난해 매출 2조원 육박…영업이익 88%↑",연합뉴스,0,1
셀트리온,"셀트리온, 지난해 영업이익 7121억원 '사상 최대'…전년比 88%↑",이데일리,0,1
셀트리온,"셀트리온, 매출 1조 8491억원 달성…영업이익 88.4% 증가",이데일리,0,1
셀트리온,셀트리온 작년 매출액 1조8천491억원으로 64%↑…역대최대(종합),이데일리,0,1
셀트리온,"[속보] 셀트리온 항체치료제, 의료기관 4곳에 151바이알 공급",머니투데이,0,0
셀트리온,셀트리온 온라인 기자간담회,아시아경제,0,0
셀트리온,온라인 기자간담회 하는 서정진 셀트리온 명예회장,한국경제,0,0
셀트리온,"서정진 셀트리온 회장 “렉키로나주 비판, 너무 무책임해”",이데일리,0,0
셀트리온,"서정진 ""셀트리온, 코로나 백신 개발 가능… 공급 늦어지면 진출하겠다""",서울경제,0,0
셀트리온,"서정진 회장 ""셀트리온, 필요시 코로나19 백신 개발할 것""",머니S,0,0
셀트리온,렉키로나주 효능 논란 일축… '백신 주권' 내세운 셀트리온,뉴시스,0,0
셀트리온,"셀트리온 서정진 ""항체치료제 3상, 3개월 후 투약 종료""",한국경제,0,0
셀트리온,"서정진 회장 ""셀트리온, 코로나19 백신 개발 검토""(상보)",뉴스1,0,0
셀트리온,"서정진 회장 ""셀트리온, 코로나19 백신 개발 검토""",이데일리,0,0
셀트리온,"[속보] 서정진 ""셀트리온 항체치료제, 피하주사 변경 가능하지만 흡입방식이 더 편...",아시아경제,0,0
셀트리온,"[속보] 서정진 ""3월 말에 셀트리온 항체치료제 40만명분 생산 가능""",한국경제TV,0,0
셀트리온,"[속보] 서정진 ""셀트리온 항체치료제 임상3상, 3개월 뒤 투여 종료 예상""",데일리안,0,0
셀트리온,"서정진 ""셀트리온 항체치료제 제조원가, 경쟁사보다 5분의 1 수준""",연합뉴스,0,0
셀트리온,"[속보] 서정진 ""셀트리온, 코로나 백신 개발 의향 있어""",헤럴드경제,0,0
셀트리온,"셀트리온 백신 나오나…서정진 ""개발 고민중, 기술주권 중요""",일간스포츠,0,0
셀트리온,"[속보] 셀트리온, 남아공 변이 코로나 효과있는 항체 찾아… 6개월 내 개발",머니S,0,0
셀트리온,"[속보] 셀트리온 ""렉키로나주, 남아공 변이에 효능 저하… '32번 항체' 강한 ...",국민일보,0,0
셀트리온,"[속보] 셀트리온 ""렉키로나주, 영국 변이 바이러스에 대해 동등한 효능""",세계일보,1,0
셀트리온,돌아온 서정진… 오늘 셀트리온 항체치료제 논란 직접 해명,MBN,1,0
셀트리온,"셀트리온, CT-P42 임상 3상 시험계획 미 FDA 신청",국민일보,1,0
셀트리온,"셀트리온, CT-P41 미국 임상시험 계획 승인 획득",뉴스1,1,0
셀트리온,셀트리온 코로나 항체 치료제 '렉키로나' 공급,매일경제,1,0
셀트리온,"셀트리온헬스케어, ‘램시마SC’ 프랑스 출시",헤럴드경제,1,0
셀트리온,"셀트리온헬스케어, 프랑스서 램시마SC 출시",SBS Biz,1,0
셀트리온,셀트리온 항체치료제 ‘렉키로나’ 전국 의료기관 공급 개시,한국경제,1,0
셀트리온,"셀트리온헬스케어, '램시마SC' 프랑스 출시",뉴스1,1,0
셀트리온,"""1兆 시장 겨냥""…셀트리온헬스케어, '램시마SC' 프랑스 출시",뉴스1,1,0
셀트리온,"셀트리온헬스케어, 램시마SC 프랑스서 출시…유럽 5개국 진출",연합뉴스,1,0
셀트리온,"셀트리온헬스케어, 자가면역질환 치료제 '램시마SC' 프랑스 출시",한국경제TV,1,0
셀트리온,"셀트리온헬스케어, 램시마SC 프랑스 출시",이데일리,1,0
셀트리온,"셀트리온헬스케어, 프랑스서 램시마SC 출시…첫 처방도 개시",뉴시스,1,0
셀트리온,"셀트리온헬스케어, 자가면역질환 피하주사제 프랑스 출시",아시아경제,1,0
셀트리온,셀트리온 코로나19 치료제 '렉키로나' 오늘부터 전국 의료기관 공급,머니투데이,1,0
셀트리온,"셀트리온, 코로나19 항체치료제 '렉키로나' 의료기관 공급 시작",머니S,1,0
셀트리온,"셀트리온, 코로나19 항체치료제 '렉키로나' 의료기관 공급 시작",서울경제,1,0
셀트리온,"셀트리온, 코로나19 항체치료제 '렉키로나' 의료기관 공급 시작",파이낸셜뉴스,1,0
셀트리온,"셀트리온 항체치료제, 오늘부터 전국 의료기관 공급",서울경제,1,0
셀트리온,셀트리온 코로나19 치료제 '중앙보훈·충남대병원' 첫 신청,이데일리,1,0
셀트리온,"셀트리온, 코로나19 항체치료제 ‘렉키로나’ 의료기관 공급",이데일리,1,0
셀트리온,"셀트리온 항체치료제, 오늘부터 의료기관 공급 개시",머니투데이,1,0
셀트리온,셀트리온 ‘렉키로나’ 전국 의료기관 공급 시작,일간스포츠,1,0
셀트리온,"셀트리온, 오늘부터 코로나 항체치료제 의료기관 공급",이데일리,0,0
셀트리온,"셀트리온, 코로나19 항체치료제 전국 의료기관 공급 개시",이데일리,0,0
셀트리온,셀트리온 항체치료제 '렉키로나' 전국 의료기관 공급 시작,서울신문,0,0
셀트리온,"셀트리온, 코로나19 항체치료제 '렉키로나' 의료기관 공급 시작",동아일보,0,0
셀트리온,삼바 이어 셀트리온도 '22조 휴미라 시장' 출격,일간스포츠,0,0
셀트리온,"정부 ""셀트리온 항체치료제, 의료현장에 무료로 제공""",머니S,0,0
셀트리온,"셀트리온 코로나 치료제 '렉키로나', 17일부터 병원 공급… 고위험군에 '무료' ...",이데일리,0,0
셀트리온,"'국산 1호 치료제' 셀트리온 렉키로나주, 17일부터 무료접종",파이낸셜뉴스,0,0
셀트리온,셀트리온 항체치료제 '렉키로나주' 17일부터 의료기관 공급,이데일리,0,0
셀트리온,"셀트리온, 휴미라 바이오시밀러 유럽 판매 허가…'세계 22조 매출 의약품'",MBN,0,0
셀트리온,셀트리온 고농도 휴미라 바이오시밀러 4조 유럽 시장 공략 나선다,매일경제,0,0
셀트리온,"셀트리온, 유럽서 고농도 휴미라 바이오시밀러 판매 허가",매일경제,0,0
셀트리온,"셀트리온, 고농도 휴미라 복제약 '유플라이마' 유럽 판매 허가받아",연합뉴스,0,0
셀트리온,"셀트리온 고농도 바이오시밀러 유플라이마, 유럽 판매 허가",SBS Biz,0,0
셀트리온,"셀트리온, 휴미라 바이오시밀러 '유플라이마' 유럽 시판허가 받아",헤럴드경제,0,0
